lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
creation 59 106 59.0 35.33 41.25 9.41 50.18 POSKW
way 46 1106 46.0 368.67 288.0 377.46 -155.63 NEGKW
time 130 1318 130.0 439.33 362.0 244.1 -108.67 NEGKW
world 221 1764 221.0 588.0 496.25 240.97 -90.73 NEGKW
life 153 1344 153.0 448.0 374.25 209.78 -98.17 NEGKW
planet 112 1073 112.0 357.67 296.25 186.42 -104.61 NEGKW
year 158 1301 158.0 433.67 364.75 185.94 -93.18 NEGKW
people 315 1942 315.0 647.33 564.25 166.28 -69.07 NEGKW
future 91 901 91.0 300.33 248.0 162.55 -106.98 NEGKW
environment 72 762 72.0 254.0 208.5 147.72 -111.66 NEGKW
part 116 965 116.0 321.67 270.25 139.93 -93.98 NEGKW
today 31 503 31.0 167.67 133.5 138.72 -137.58 NEGKW
home 73 688 73.0 229.33 190.25 117.24 -103.42 NEGKW
water 125 931 125.0 310.33 264.0 114.17 -85.15 NEGKW
step 44 522 44.0 174.0 141.5 113.06 -119.27 NEGKW
message 34 456 34.0 152.0 122.5 109.62 -126.88 NEGKW
place 83 714 83.0 238.0 199.25 108.4 -96.57 NEGKW
ecosystem 123 903 123.0 301.0 256.5 108.13 -83.96 NEGKW
pressure 62 606 62.0 202.0 167.0 107.75 -106.06 NEGKW
story 55 563 55.0 187.67 154.5 105.36 -109.34 NEGKW
generation 36 454 36.0 151.33 122.5 103.76 -123.13 NEGKW
decision 42 488 42.0 162.67 132.5 103.69 -117.92 NEGKW
earth 45 504 45.0 168.0 137.25 103.41 -115.49 NEGKW
power 82 687 82.0 229.0 192.25 100.61 -94.53 NEGKW
society 31 407 31.0 135.67 109.5 96.18 -125.6 NEGKW
decade 38 447 38.0 149.0 121.25 96.07 -118.72 NEGKW
day 91 713 91.0 237.67 201.0 94.72 -89.25 NEGKW
system 153 989 153.0 329.67 285.5 93.63 -73.2 NEGKW
community 287 1534 287.0 511.33 455.25 91.6 -56.2 NEGKW
voice 39 438 39.0 146.0 119.25 90.11 -115.68 NEGKW
other 31 383 31.0 127.67 103.5 86.0 -121.85 NEGKW
responsibility 34 388 34.0 129.33 105.5 81.06 -116.73 NEGKW
livelihood 47 457 47.0 152.33 126.0 80.77 -105.69 NEGKW
problem 77 603 77.0 201.0 170.0 80.05 -89.21 NEGKW
resource 67 546 67.0 182.0 153.25 76.89 -92.37 NEGKW
land 102 702 102.0 234.0 201.0 75.05 -78.57 NEGKW
profit 37 386 37.0 128.67 105.75 73.71 -110.66 NEGKW
reality 53 465 53.0 155.0 129.5 72.46 -98.08 NEGKW
country 138 847 138.0 282.33 246.25 71.81 -68.68 NEGKW
demand 56 477 56.0 159.0 133.25 71.46 -95.81 NEGKW
family 41 400 41.0 133.33 110.25 70.97 -105.93 NEGKW
campaigner 34 360 34.0 120.0 98.5 69.82 -111.69 NEGKW
change 297 1463 297.0 487.67 440.0 67.49 -48.6 NEGKW
million 36 359 36.0 119.67 98.75 65.29 -107.49 NEGKW
scale 40 379 40.0 126.33 104.75 64.99 -103.81 NEGKW
role 86 595 86.0 198.33 170.25 64.23 -79.02 NEGKW
government 224 1161 224.0 387.0 346.25 63.24 -53.36 NEGKW
gas 59 465 59.0 155.0 131.0 62.33 -89.72 NEGKW
impact 212 1103 212.0 367.67 328.75 60.79 -53.71 NEGKW
number 30 315 30.0 105.0 86.25 60.56 -111.11 NEGKW
opportunity 33 330 33.0 110.0 90.75 60.2 -107.69 NEGKW
end 49 410 49.0 136.67 114.75 59.94 -94.43 NEGKW
policy 84 568 84.0 189.33 163.0 58.75 -77.07 NEGKW
cost 41 366 41.0 122.0 101.75 58.33 -99.39 NEGKW
international 58 441 58.0 147.0 124.75 55.91 -86.83 NEGKW
risk 141 798 141.0 266.0 234.75 55.71 -61.43 NEGKW
scientist 39 348 39.0 116.0 96.75 55.43 -99.35 NEGKW
right 156 855 156.0 285.0 252.75 54.8 -58.5 NEGKW
health 144 800 144.0 266.67 236.0 53.19 -59.74 NEGKW
air 56 417 56.0 139.0 118.25 51.12 -85.13 NEGKW
level 57 418 57.0 139.33 118.75 49.96 -83.87 NEGKW
source 61 433 61.0 144.33 123.5 48.94 -81.17 NEGKW
food 146 790 146.0 263.33 234.0 48.86 -57.33 NEGKW
animal 41 339 41.0 113.0 95.0 48.74 -93.51 NEGKW
product 64 444 64.0 148.0 127.0 48.17 -79.25 NEGKW
line 30 281 30.0 93.67 77.75 47.53 -102.96 NEGKW
justice 92 563 92.0 187.67 163.75 47.42 -68.41 NEGKW
consequence 45 354 45.0 118.0 99.75 47.32 -89.57 NEGKW
river 40 329 40.0 109.67 92.25 46.95 -93.1 NEGKW
sea 143 766 143.0 255.33 227.25 46.03 -56.4 NEGKW
region 102 598 102.0 199.33 175.0 45.59 -64.6 NEGKW
case 48 362 48.0 120.67 102.5 45.3 -86.17 NEGKW
state 47 357 47.0 119.0 101.0 45.19 -86.75 NEGKW
city 78 495 78.0 165.0 143.25 45.11 -71.6 NEGKW
history 37 309 37.0 103.0 86.5 45.05 -94.29 NEGKW
concern 39 318 39.0 106.0 89.25 44.82 -92.41 NEGKW
emergency 42 332 42.0 110.67 93.5 44.7 -89.96 NEGKW
work 108 619 108.0 206.33 181.75 44.63 -62.57 NEGKW
area 161 827 161.0 275.67 247.0 43.81 -52.52 NEGKW
face 33 280 33.0 93.33 78.25 41.73 -95.51 NEGKW
energy 130 694 130.0 231.33 206.0 41.3 -56.09 NEGKW
destruction 107 598 107.0 199.33 176.25 40.4 -60.28 NEGKW
group 83 499 83.0 166.33 145.5 40.37 -66.84 NEGKW
activity 79 481 79.0 160.33 140.0 40.05 -67.97 NEGKW
nature 105 587 105.0 195.67 173.0 39.68 -60.31 NEGKW
condition 44 326 44.0 108.67 92.5 39.64 -84.72 NEGKW
economy 44 321 44.0 107.0 91.25 38.03 -83.44 NEGKW
specie 63 404 63.0 134.67 116.75 37.63 -72.51 NEGKW
example 67 421 67.0 140.33 122.0 37.57 -70.74 NEGKW
child 37 287 37.0 95.67 81.0 37.54 -88.44 NEGKW
result 41 303 41.0 101.0 86.0 36.69 -84.51 NEGKW
access 39 293 39.0 97.67 83.0 36.44 -85.85 NEGKW
industry 175 843 175.0 281.0 254.5 35.92 -46.49 NEGKW
corporation 76 450 76.0 150.0 131.5 35.13 -65.49 NEGKW
solution 111 591 111.0 197.0 175.5 34.9 -55.84 NEGKW
path 46 320 46.0 106.67 91.5 34.89 -79.48 NEGKW
research 35 267 35.0 89.0 75.5 34.03 -87.1 NEGKW
crisis 296 1276 296.0 425.33 393.0 33.97 -35.86 NEGKW
movement 142 707 142.0 235.67 212.25 33.83 -49.6 NEGKW
image 39 284 39.0 94.67 80.75 33.55 -83.29 NEGKW
production 94 517 94.0 172.33 152.75 33.45 -58.82 NEGKW
effect 35 263 35.0 87.67 74.5 32.72 -85.87 NEGKW
amount 35 263 35.0 87.67 74.5 32.72 -85.87 NEGKW
need 88 487 88.0 162.33 143.75 32.05 -59.39 NEGKW
supply 63 384 63.0 128.0 111.75 32.05 -68.06 NEGKW
united 37 270 37.0 90.0 76.75 32.01 -83.46 NEGKW
forest 162 773 162.0 257.67 233.75 31.81 -45.59 NEGKW
greenhouse 30 235 30.0 78.33 66.25 31.21 -89.23 NEGKW
leader 94 504 94.0 168.0 149.5 30.37 -56.49 NEGKW
experience 44 296 44.0 98.67 85.0 30.32 -76.64 NEGKW
temperature 30 232 30.0 77.33 65.5 30.21 -88.2 NEGKW
support 98 519 98.0 173.0 154.25 30.17 -55.35 NEGKW
greenpeace 495 1941 495.0 647.0 609.0 29.78 -26.62 NEGKW
population 56 346 56.0 115.33 100.5 29.77 -69.26 NEGKW
practice 98 515 98.0 171.67 153.25 29.26 -54.64 NEGKW
model 69 398 69.0 132.67 116.75 29.15 -63.14 NEGKW
chain 59 356 59.0 118.67 103.75 29.04 -67.17 NEGKW
damage 76 425 76.0 141.67 125.25 28.75 -60.34 NEGKW
habitat 47 303 47.0 101.0 87.5 28.53 -72.97 NEGKW
resilience 32 236 32.0 78.67 67.0 28.48 -84.34 NEGKW
plant 49 311 49.0 103.67 90.0 28.35 -71.62 NEGKW
law 52 323 52.0 107.67 93.75 28.12 -69.73 NEGKW
company 247 1063 247.0 354.33 327.5 28.07 -35.7 NEGKW
medium 43 283 43.0 94.33 81.5 27.78 -74.76 NEGKW
project 86 461 86.0 153.67 136.75 27.76 -56.47 NEGKW
hope 41 274 41.0 91.33 78.75 27.71 -76.07 NEGKW
sector 34 242 34.0 80.67 69.0 27.48 -81.4 NEGKW
measure 51 316 51.0 105.33 91.75 27.36 -69.51 NEGKW
asia 32 232 32.0 77.33 66.0 27.2 -82.93 NEGKW
biodiversity 114 561 114.0 187.0 168.75 25.79 -48.5 NEGKW
europe 56 331 56.0 110.33 96.75 25.73 -65.33 NEGKW
worker 52 314 52.0 104.67 91.5 25.66 -67.23 NEGKW
technology 32 227 32.0 75.67 64.75 25.63 -81.11 NEGKW
plan 74 402 74.0 134.0 119.0 25.14 -57.69 NEGKW
ocean 197 863 197.0 287.67 265.0 24.83 -37.41 NEGKW
carbon 92 470 92.0 156.67 140.5 24.47 -52.01 NEGKW
expansion 47 288 47.0 96.0 83.75 24.33 -68.53 NEGKW
protection 164 740 164.0 246.67 226.0 24.32 -40.26 NEGKW
resistance 36 239 36.0 79.67 68.75 23.86 -75.5 NEGKW
