lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
pressure 392 276 392.0 92.0 167.0 339.86 123.97 POSKW
choice 245 134 245.0 44.67 94.75 263.97 138.32 POSKW
reminder 173 61 173.0 20.33 58.5 246.23 157.93 POSKW
frontline 202 98 202.0 32.67 75.0 237.37 144.32 POSKW
ecosystem 483 543 483.0 181.0 256.5 232.76 90.96 POSKW
struggle 200 123 200.0 41.0 80.75 196.05 131.95 POSKW
scale 239 180 239.0 60.0 104.75 193.69 119.73 POSKW
message 264 226 264.0 75.33 122.5 185.66 111.2 POSKW
future 443 549 443.0 183.0 248.0 180.28 83.07 POSKW
demand 278 255 278.0 85.0 133.25 179.6 106.34 POSKW
reality 270 248 270.0 82.67 129.5 174.12 106.24 POSKW
system 488 654 488.0 218.0 285.5 170.38 76.49 POSKW
community 703 1118 703.0 372.67 455.25 163.36 61.42 POSKW
landscape 160 96 160.0 32.0 64.0 160.13 133.33 POSKW
people 835 1422 835.0 474.0 564.25 158.85 55.16 POSKW
life 593 904 593.0 301.33 374.25 154.07 65.23 POSKW
path 203 163 203.0 54.33 91.5 153.62 115.54 POSKW
livelihood 255 249 255.0 83.0 126.0 151.65 101.78 POSKW
shift 243 239 243.0 79.67 120.5 143.09 101.24 POSKW
moment 226 214 226.0 71.33 110.0 140.09 104.04 POSKW
decision 259 271 259.0 90.33 132.5 139.56 96.56 POSKW
breakdown 142 92 142.0 30.67 58.5 133.01 128.96 POSKW
tool 163 123 163.0 41.0 71.5 131.83 119.61 POSKW
pattern 156 116 156.0 38.67 68.0 128.1 120.55 POSKW
dependence 92 38 92.0 12.67 32.5 119.85 151.59 POSKW
responsibility 210 212 210.0 70.67 105.5 119.21 99.29 POSKW
space 196 189 196.0 63.0 96.25 118.58 102.7 POSKW
culture 170 148 170.0 49.33 79.5 117.18 110.03 POSKW
stake 93 42 93.0 14.0 33.75 114.62 147.66 POSKW
step 259 307 259.0 102.33 141.5 114.17 86.72 POSKW
part 430 651 430.0 217.0 270.25 113.69 65.84 POSKW
heart 192 199 192.0 66.33 97.75 104.92 97.29 POSKW
expansion 168 167 168.0 55.67 83.75 97.48 100.45 POSKW
consequence 191 208 191.0 69.33 99.75 96.83 93.47 POSKW
courage 111 78 111.0 26.0 47.25 96.42 124.09 POSKW
way 439 713 439.0 237.67 288.0 96.19 59.51 POSKW
voice 218 259 218.0 86.33 119.25 95.71 86.53 POSKW
place 324 473 324.0 157.67 199.25 93.61 69.07 POSKW
dignity 68 26 68.0 8.67 23.5 92.63 154.78 POSKW
risk 368 571 368.0 190.33 234.75 91.35 63.64 POSKW
crisis 560 1012 560.0 337.33 393.0 87.48 49.63 POSKW
story 261 357 261.0 119.0 154.5 87.29 74.74 POSKW
extraction 134 125 134.0 41.67 64.75 84.71 105.12 POSKW
resistance 140 135 140.0 45.0 68.75 84.7 102.7 POSKW
protection 351 553 351.0 184.33 226.0 83.67 62.27 POSKW
planet 437 748 437.0 249.33 296.25 81.82 54.69 POSKW
cost 186 221 186.0 73.67 101.75 81.65 86.52 POSKW
determination 61 25 61.0 8.33 21.5 79.83 151.92 POSKW
decision-maker 58 22 58.0 7.33 20.0 79.36 155.1 POSKW
interest 140 142 140.0 47.33 70.5 78.94 98.93 POSKW
harm 151 164 151.0 54.67 78.75 76.87 93.68 POSKW
role 273 408 273.0 136.0 170.25 74.54 66.99 POSKW
kind 122 117 122.0 39.0 59.75 74.35 103.11 POSKW
ground 149 165 149.0 55.0 78.5 73.57 92.16 POSKW
commitment 224 309 224.0 103.0 133.25 73.57 74.01 POSKW
world 666 1319 666.0 439.67 496.25 72.52 40.94 POSKW
water 389 667 389.0 222.33 264.0 72.43 54.53 POSKW
call 205 275 205.0 91.67 120.0 71.43 76.4 POSKW
safeguard 47 15 47.0 5.0 15.5 70.33 161.54 POSKW
profit 185 238 185.0 79.33 105.75 70.12 79.95 POSKW
matter 131 138 131.0 46.0 67.25 69.88 96.05 POSKW
justice 261 394 261.0 131.33 163.75 69.51 66.1 POSKW
symbol 81 58 81.0 19.33 34.75 69.08 122.92 POSKW
web 73 47 73.0 15.67 30.0 68.76 129.32 POSKW
concern 161 196 161.0 65.33 89.25 67.69 84.54 POSKW
model 198 269 198.0 89.67 116.75 67.18 75.32 POSKW
generation 205 285 205.0 95.0 122.5 66.2 73.33 POSKW
policy 257 395 257.0 131.67 163.0 65.39 64.49 POSKW
stability 63 37 63.0 12.33 25.0 64.17 134.51 POSKW
border 80 62 80.0 20.67 35.5 62.91 117.88 POSKW
persistence 36 8 36.0 2.67 11.0 62.69 172.41 POSKW
resilience 127 141 127.0 47.0 67.0 62.45 91.95 POSKW
leadership 101 97 101.0 32.33 49.5 61.44 103.0 POSKW
territory 112 116 112.0 38.67 57.0 61.27 97.35 POSKW
transformation 86 73 86.0 24.33 39.75 61.09 111.78 POSKW
damage 204 297 204.0 99.0 125.25 59.32 69.31 POSKW
urgency 99 97 99.0 32.33 49.0 58.6 101.52 POSKW
health 342 602 342.0 200.67 236.0 58.48 52.09 POSKW
idea 141 173 141.0 57.67 78.5 58.44 83.89 POSKW
coastline 51 26 51.0 8.67 19.25 57.88 141.9 POSKW
home 285 476 285.0 158.67 190.25 57.55 56.95 POSKW
rule 103 107 103.0 35.67 52.5 56.09 97.12 POSKW
warning 118 134 118.0 44.67 63.0 55.93 90.16 POSKW
work 273 454 273.0 151.33 181.75 55.84 57.34 POSKW
point 146 187 146.0 62.33 83.25 55.82 80.32 POSKW
knowledge 112 124 112.0 41.33 59.0 55.32 92.17 POSKW
signal 62 43 62.0 14.33 26.25 54.54 124.89 POSKW
destruction 265 440 265.0 146.67 176.25 54.46 57.49 POSKW
context 81 72 81.0 24.0 38.25 54.43 108.57 POSKW
safety 113 128 113.0 42.67 60.25 53.79 90.36 POSKW
gap 79 71 79.0 23.67 37.5 52.37 107.79 POSKW
infrastructure 109 123 109.0 41.0 58.0 52.21 90.67 POSKW
condition 156 214 156.0 71.33 92.5 51.85 74.49 POSKW
pathway 59 41 59.0 13.67 25.0 51.8 124.77 POSKW
impact 445 870 445.0 290.0 328.75 51.25 42.18 POSKW
promise 116 138 116.0 46.0 63.5 50.81 86.42 POSKW
injustice 119 145 119.0 48.33 66.0 49.95 84.46 POSKW
layer 46 25 46.0 8.33 17.75 49.8 138.65 POSKW
time 482 966 482.0 322.0 362.0 49.77 39.8 POSKW
wave 134 175 134.0 58.33 77.25 49.31 78.68 POSKW
accountability 95 102 95.0 34.0 49.25 49.23 94.57 POSKW
pollution 360 675 360.0 225.0 258.75 49.1 46.15 POSKW
survival 109 128 109.0 42.67 59.25 48.83 87.47 POSKW
land 290 514 290.0 171.33 201.0 48.45 51.45 POSKW
power 279 490 279.0 163.33 192.25 48.06 52.3 POSKW
resource 231 382 231.0 127.33 153.25 48.04 57.86 POSKW
chain 167 248 167.0 82.67 103.75 46.31 67.56 POSKW
delay 49 32 49.0 10.67 20.25 45.57 128.49 POSKW
recognition 58 46 58.0 15.33 26.0 44.49 116.36 POSKW
chance 110 137 110.0 45.67 61.75 44.35 82.66 POSKW
solidarity 118 153 118.0 51.0 67.75 44.04 79.29 POSKW
disruption 61 52 61.0 17.33 28.25 43.11 111.49 POSKW
possibility 51 37 51.0 12.33 22.0 42.93 122.11 POSKW
right 346 665 346.0 221.67 252.75 42.78 43.81 POSKW
street 119 158 119.0 52.67 69.25 42.35 77.28 POSKW
exploitation 127 174 127.0 58.0 75.25 42.33 74.59 POSKW
problem 246 434 246.0 144.67 170.0 41.74 51.88 POSKW
soil 97 117 97.0 39.0 53.5 41.46 85.29 POSKW
practice 225 388 225.0 129.33 153.25 41.14 54.0 POSKW
accident 70 69 70.0 23.0 34.75 41.09 101.08 POSKW
river 148 221 148.0 73.67 92.25 40.49 67.07 POSKW
response 186 303 186.0 101.0 122.25 40.41 59.23 POSKW
driver 72 74 72.0 24.67 36.5 39.83 97.93 POSKW
price 104 134 104.0 44.67 59.5 39.3 79.82 POSKW
storm 80 89 80.0 29.67 42.25 39.21 91.79 POSKW
care 95 117 95.0 39.0 53.0 39.11 83.58 POSKW
identity 55 47 55.0 15.67 25.5 38.76 111.32 POSKW
institution 74 79 74.0 26.33 38.25 38.69 95.02 POSKW
brink 43 30 43.0 10.0 18.25 37.61 124.53 POSKW
push 51 42 51.0 14.0 23.25 37.51 113.85 POSKW
food 316 620 316.0 206.67 234.0 35.84 41.84 POSKW
deck 33 18 33.0 6.0 12.75 35.63 138.46 POSKW
frontier 36 22 36.0 7.33 14.5 35.48 132.31 POSKW
uncertainty 43 32 43.0 10.67 18.75 35.28 120.5 POSKW
strain 31 16 31.0 5.33 11.75 34.87 141.28 POSKW
scrutiny 30 15 30.0 5.0 11.25 34.52 142.86 POSKW
isolation 39 27 39.0 9.0 16.5 34.36 125.0 POSKW
backdrop 36 23 36.0 7.67 14.75 34.14 129.77 POSKW
burden 59 59 59.0 19.67 29.5 33.95 100.0 POSKW
debate 56 54 56.0 18.0 27.5 33.88 102.7 POSKW
gas 191 333 191.0 111.0 131.0 33.71 52.98 POSKW
shore 42 32 42.0 10.67 18.5 33.63 118.99 POSKW
relationship 87 111 87.0 37.0 49.5 33.51 80.65 POSKW
limit 109 155 109.0 51.67 66.0 33.47 71.37 POSKW
luxury 31 17 31.0 5.67 12.0 33.33 138.18 POSKW
measure 142 225 142.0 75.0 91.75 33.33 61.75 POSKW
vulnerability 68 76 68.0 25.33 36.0 33.08 91.43 POSKW
contrast 56 55 56.0 18.33 27.75 33.04 101.35 POSKW
wildlife 162 271 162.0 90.33 108.25 32.55 56.8 POSKW
supply 166 281 166.0 93.67 111.75 32.17 55.71 POSKW
shock 43 35 43.0 11.67 19.5 32.05 114.63 POSKW
line 123 188 123.0 62.67 77.75 31.75 64.99 POSKW
balance 70 82 70.0 27.33 38.0 31.49 87.67 POSKW
cut 56 57 56.0 19.0 28.25 31.42 98.67 POSKW
business 157 263 157.0 87.67 105.0 31.42 56.68 POSKW
direction 47 42 47.0 14.0 22.25 31.38 108.2 POSKW
form 98 137 98.0 45.67 58.75 31.26 72.85 POSKW
move 80 102 80.0 34.0 45.5 30.85 80.7 POSKW
conversation 70 83 70.0 27.67 38.25 30.84 86.69 POSKW
chaos 46 41 46.0 13.67 21.75 30.81 108.38 POSKW
cycle 91 124 91.0 41.33 53.75 30.68 75.06 POSKW
source 179 315 179.0 105.0 123.5 30.63 52.11 POSKW
support 216 401 216.0 133.67 154.25 30.59 47.09 POSKW
decade 176 309 176.0 103.0 121.25 30.35 52.33 POSKW
presence 52 52 52.0 17.33 26.0 29.92 100.0 POSKW
respect 64 74 64.0 24.67 34.5 29.44 88.72 POSKW
fear 74 93 74.0 31.0 41.75 29.34 81.9 POSKW
door 52 53 52.0 17.67 26.25 29.12 98.56 POSKW
earth 194 355 194.0 118.33 137.25 28.98 48.45 POSKW
plate 35 26 35.0 8.67 15.25 28.77 120.61 POSKW
reach 37 29 37.0 9.67 16.5 28.75 117.14 POSKW
specie 169 298 169.0 99.33 116.75 28.73 51.93 POSKW
narrative 59 66 59.0 22.0 31.25 28.66 91.36 POSKW
window 42 37 42.0 12.33 19.75 28.54 109.2 POSKW
face 121 192 121.0 64.0 78.25 28.29 61.62 POSKW
legacy 57 63 57.0 21.0 30.0 28.23 92.31 POSKW
operation 105 158 105.0 52.67 65.75 28.19 66.38 POSKW
sign 80 107 80.0 35.67 46.75 28.05 76.66 POSKW
experience 129 211 129.0 70.33 85.0 27.7 58.86 POSKW
biodiversity 230 445 230.0 148.33 168.75 27.67 43.17 POSKW
distance 43 40 43.0 13.33 20.75 27.28 105.33 POSKW
necessity 38 32 38.0 10.67 17.5 27.24 112.33 POSKW
ally 68 85 68.0 28.33 38.25 27.23 82.35 POSKW
image 123 200 123.0 66.67 80.75 26.86 59.4 POSKW
income 64 78 64.0 26.0 35.5 26.85 84.44 POSKW
fuel 338 715 338.0 238.33 263.25 26.77 34.59 POSKW
decision-making 40 36 40.0 12.0 19.0 26.47 107.69 POSKW
structure 56 64 56.0 21.33 30.0 26.27 89.66 POSKW
air 168 305 168.0 101.67 118.25 25.82 49.2 POSKW
economy 135 230 135.0 76.67 91.25 25.65 55.12 POSKW
sense 80 112 80.0 37.33 48.0 25.44 72.73 POSKW
habitat 130 220 130.0 73.33 87.5 25.22 55.74 POSKW
journey 98 150 98.0 50.0 62.0 25.2 64.86 POSKW
loss 192 365 192.0 121.67 139.25 24.81 44.85 POSKW
science 124 208 124.0 69.33 83.0 24.71 56.55 POSKW
sea 294 615 294.0 205.0 227.25 24.69 35.67 POSKW
creativity 54 63 54.0 21.0 29.25 24.46 88.0 POSKW
worker 134 232 134.0 77.33 91.5 24.19 53.63 POSKW
evidence 99 155 99.0 51.67 63.5 24.0 62.83 POSKW
solution 233 469 233.0 156.33 175.5 23.59 39.38 POSKW
family 155 286 155.0 95.33 110.25 22.46 47.67 POSKW
symptom 40 41 40.0 13.67 20.25 22.22 98.14 POSKW
understanding 51 61 51.0 20.33 28.0 22.13 85.98 POSKW
boundary 47 54 47.0 18.0 25.25 21.85 89.23 POSKW
flow 42 45 42.0 15.0 21.75 21.84 94.74 POSKW
course 80 120 80.0 40.0 50.0 21.65 66.67 POSKW
foundation 74 108 74.0 36.0 45.5 21.39 69.09 POSKW
energy 265 559 265.0 186.33 206.0 21.3 34.86 POSKW
alternative 107 180 107.0 60.0 71.75 21.14 56.29 POSKW
word 92 147 92.0 49.0 59.75 21.1 60.99 POSKW
inequality 110 187 110.0 62.33 74.25 21.04 55.32 POSKW
illness 30 26 30.0 8.67 14.0 20.79 110.34 POSKW
outcome 53 67 53.0 22.33 30.0 20.78 81.42 POSKW
market 106 179 106.0 59.67 71.25 20.7 55.94 POSKW
force 80 123 80.0 41.0 50.75 20.34 64.46 POSKW
region 228 472 228.0 157.33 175.0 20.18 36.68 POSKW
greenhouse 99 166 99.0 55.33 66.25 19.75 56.59 POSKW
corporation 177 349 177.0 116.33 131.5 19.65 41.36 POSKW
result 123 221 123.0 73.67 86.0 19.61 50.17 POSKW
movement 269 580 269.0 193.33 212.25 19.19 32.73 POSKW
production 201 410 201.0 136.67 152.75 19.12 38.1 POSKW
product 171 337 171.0 112.33 127.0 19.03 41.41 POSKW
option 78 122 78.0 40.67 50.0 18.96 62.92 POSKW
belief 30 28 30.0 9.33 14.5 18.95 105.08 POSKW
view 44 53 44.0 17.67 24.25 18.85 85.41 POSKW
danger 85 138 85.0 46.0 55.75 18.64 59.54 POSKW
piece 61 87 61.0 29.0 37.0 18.6 71.11 POSKW
material 89 147 89.0 49.0 59.0 18.57 57.97 POSKW
heating 55 75 55.0 25.0 32.5 18.52 75.0 POSKW
warming 118 213 118.0 71.0 82.75 18.51 49.74 POSKW
route 38 43 38.0 14.33 20.25 18.12 90.45 POSKW
act 92 155 92.0 51.67 61.75 18.09 56.15 POSKW
defense 34 36 34.0 12.0 17.5 18.0 95.65 POSKW
climate 648 1591 648.0 530.33 559.75 17.96 19.97 POSKW
change 518 1242 518.0 414.0 440.0 17.78 22.32 POSKW
memory 44 55 44.0 18.33 24.75 17.62 82.35 POSKW
speed 34 37 34.0 12.33 17.75 17.26 93.53 POSKW
everyone 140 270 140.0 90.0 102.5 17.07 43.48 POSKW
security 92 158 92.0 52.67 62.5 17.04 54.38 POSKW
stage 45 58 45.0 19.33 25.75 16.99 79.79 POSKW
disaster 131 250 131.0 83.33 95.25 16.67 44.48 POSKW
sky 30 31 30.0 10.33 15.25 16.47 97.52 POSKW
fisher 47 63 47.0 21.0 27.5 16.4 76.47 POSKW
wellbeing 31 33 31.0 11.0 16.0 16.28 95.24 POSKW
edge 32 35 32.0 11.67 16.75 16.11 93.13 POSKW
forest 288 647 288.0 215.67 233.75 16.03 28.72 POSKW
waste 158 318 158.0 106.0 119.0 16.0 39.39 POSKW
root 70 112 70.0 37.33 45.5 16.0 60.87 POSKW
something 98 175 98.0 58.33 68.25 15.96 50.75 POSKW
surface 48 66 48.0 22.0 28.5 15.87 74.29 POSKW
body 78 130 78.0 43.33 52.0 15.85 57.14 POSKW
environment 259 575 259.0 191.67 208.5 15.54 29.88 POSKW
nature 219 473 219.0 157.67 173.0 15.47 32.57 POSKW
priority 43 57 43.0 19.0 25.0 15.35 77.42 POSKW
gain 33 38 33.0 12.67 17.75 15.28 89.05 POSKW
other 139 275 139.0 91.67 103.5 15.21 41.04 POSKW
target 86 150 86.0 50.0 59.0 15.16 52.94 POSKW
emergency 127 247 127.0 82.33 93.5 14.95 42.68 POSKW
inaction 50 72 50.0 24.0 30.5 14.92 70.27 POSKW
paper 71 117 71.0 39.0 47.0 14.92 58.18 POSKW
money 90 161 90.0 53.67 62.75 14.57 50.58 POSKW
ability 60 94 60.0 31.33 38.5 14.52 62.77 POSKW
continent 52 77 52.0 25.67 32.25 14.52 67.81 POSKW
tradition 35 43 35.0 14.33 19.5 14.47 83.78 POSKW
stress 38 49 38.0 16.33 21.75 14.34 79.75 POSKW
actor 40 53 40.0 17.67 23.25 14.3 77.46 POSKW
enforcement 43 59 43.0 19.67 25.5 14.29 74.47 POSKW
states 68 113 68.0 37.67 45.25 13.94 57.41 POSKW
attention 101 190 101.0 63.33 72.75 13.6 45.84 POSKW
living 68 114 68.0 38.0 45.5 13.58 56.6 POSKW
footprint 50 75 50.0 25.0 31.25 13.53 66.67 POSKW
substance 31 37 31.0 12.33 17.0 13.5 86.15 POSKW
displacement 33 41 33.0 13.67 18.5 13.37 82.86 POSKW
top 40 55 40.0 18.33 23.75 13.23 74.29 POSKW
coal 112 218 112.0 72.67 82.5 13.14 42.6 POSKW
connection 74 129 74.0 43.0 50.75 13.07 52.99 POSKW
transition 157 329 157.0 109.67 121.5 13.06 35.5 POSKW
standing 32 40 32.0 13.33 18.0 12.81 82.35 POSKW
violence 82 149 82.0 49.67 57.75 12.56 49.11 POSKW
vision 70 122 70.0 40.67 48.0 12.37 53.01 POSKW
conflict 61 102 61.0 34.0 40.75 12.27 56.84 POSKW
share 78 141 78.0 47.0 54.75 12.17 49.6 POSKW
society 142 296 142.0 98.67 109.5 12.14 36.01 POSKW
burning 48 74 48.0 24.67 30.5 12.12 64.22 POSKW
centre 44 66 44.0 22.0 27.5 11.91 66.67 POSKW
crop 60 101 60.0 33.67 40.25 11.83 56.23 POSKW
access 111 221 111.0 73.67 83.0 11.81 40.43 POSKW
room 41 60 41.0 20.0 25.25 11.78 68.85 POSKW
ocean 314 746 314.0 248.67 265.0 11.63 23.22 POSKW
government 402 983 402.0 327.67 346.25 11.58 20.37 POSKW
regulation 75 137 75.0 45.67 53.0 11.27 48.62 POSKW
stewardship 31 41 31.0 13.67 18.0 11.12 77.61 POSKW
weather 107 215 107.0 71.67 80.5 10.92 39.55 POSKW
truth 57 97 57.0 32.33 38.5 10.87 55.22 POSKW
value 73 134 73.0 44.67 51.75 10.78 48.16 POSKW
volume 33 46 33.0 15.33 19.75 10.59 73.1 POSKW
scene 32 44 32.0 14.67 19.0 10.58 74.29 POSKW
contamination 49 80 49.0 26.67 32.25 10.58 59.03 POSKW
technology 88 171 88.0 57.0 64.75 10.4 42.76 POSKW
public 75 140 75.0 46.67 53.75 10.4 46.58 POSKW
framework 37 55 37.0 18.33 23.0 10.24 67.47 POSKW
purpose 31 43 31.0 14.33 18.5 10.06 73.53 POSKW
flood 94 187 94.0 62.33 70.25 10.04 40.51 POSKW
capacity 51 86 51.0 28.67 34.25 10.0 56.07 POSKW
packaging 54 93 54.0 31.0 36.75 9.92 54.12 POSKW
need 177 398 177.0 132.67 143.75 9.79 28.63 POSKW
spread 32 46 32.0 15.33 19.5 9.59 70.42 POSKW
attempt 45 74 45.0 24.67 29.75 9.51 58.37 POSKW
barrier 39 61 39.0 20.33 25.0 9.48 62.92 POSKW
finding 38 59 38.0 19.67 24.25 9.42 63.58 POSKW
activity 172 388 172.0 129.33 140.0 9.32 28.32 POSKW
question 72 137 72.0 45.67 52.25 9.27 44.76 POSKW
campaigning 35 53 35.0 17.67 22.0 9.25 65.82 POSKW
progress 93 189 93.0 63.0 70.5 9.0 38.46 POSKW
ice 77 150 77.0 50.0 56.75 9.0 42.52 POSKW
animal 121 259 121.0 86.33 95.0 8.99 33.44 POSKW
transport 84 168 84.0 56.0 63.0 8.76 40.0 POSKW
industry 296 722 296.0 240.67 254.5 8.72 20.62 POSKW
principle 61 113 61.0 37.67 43.5 8.71 47.3 POSKW
wall 32 48 32.0 16.0 20.0 8.66 66.67 POSKW
failure 76 149 76.0 49.67 56.25 8.65 41.91 POSKW
participation 42 70 42.0 23.33 28.0 8.53 57.14 POSKW
show 39 64 39.0 21.33 25.75 8.29 58.56 POSKW
strategy 64 122 64.0 40.67 46.5 8.18 44.59 POSKW
million 124 271 124.0 90.33 98.75 8.18 31.42 POSKW
feed 30 45 30.0 15.0 18.75 8.12 66.67 POSKW
picture 41 69 41.0 23.0 27.5 8.09 56.25 POSKW
recovery 68 132 68.0 44.0 50.0 8.07 42.86 POSKW
emission 240 577 240.0 192.33 204.25 8.05 22.05 POSKW
spirit 32 50 32.0 16.67 20.5 7.8 63.01 POSKW
commodity 32 50 32.0 16.67 20.5 7.8 63.01 POSKW
reuse 45 79 45.0 26.33 31.0 7.76 52.34 POSKW
heatwave 45 79 45.0 26.33 31.0 7.76 52.34 POSKW
effort 255 620 255.0 206.67 218.75 7.74 20.94 POSKW
authority 86 178 86.0 59.33 66.0 7.62 36.7 POSKW
monitoring 34 55 34.0 18.33 22.25 7.53 59.87 POSKW
efficiency 32 51 32.0 17.0 20.75 7.39 61.22 POSKW
side 53 99 53.0 33.0 38.0 7.33 46.51 POSKW
waterway 31 49 31.0 16.33 20.0 7.32 61.97 POSKW
transparency 60 116 60.0 38.67 44.0 7.24 43.24 POSKW
goal 118 261 118.0 87.0 94.75 7.24 30.24 POSKW
core 39 67 39.0 22.33 26.5 7.22 54.35 POSKW
influence 48 88 48.0 29.33 34.0 7.12 48.28 POSKW
action 500 1302 500.0 434.0 450.5 7.09 14.13 POSKW
exposure 37 63 37.0 21.0 25.0 7.04 55.17 POSKW
light 62 122 62.0 40.67 46.0 6.94 41.56 POSKW
smoke 39 68 39.0 22.67 26.75 6.88 52.97 POSKW
strength 35 59 35.0 19.67 23.5 6.87 56.1 POSKW
company 369 941 369.0 313.67 327.5 6.83 16.21 POSKW
mean 41 73 41.0 24.33 28.5 6.74 51.02 POSKW
table 32 53 32.0 17.67 21.25 6.62 57.72 POSKW
household 36 62 36.0 20.67 24.5 6.61 54.12 POSKW
approach 94 204 94.0 68.0 74.5 6.46 32.1 POSKW
map 34 58 34.0 19.33 23.0 6.43 55.0 POSKW
consumer 98 215 98.0 71.67 78.25 6.32 31.04 POSKW
focus 58 115 58.0 38.33 43.25 6.28 40.83 POSKW
net 44 82 44.0 27.33 31.5 6.14 46.73 POSKW
language 38 68 38.0 22.67 26.5 6.14 50.55 POSKW
opposition 49 94 49.0 31.33 35.75 6.11 43.98 POSKW
threat 241 598 241.0 199.33 209.75 6.02 18.93 POSKW
zone 61 124 61.0 41.33 46.25 5.9 38.44 POSKW
toll 30 51 30.0 17.0 20.25 5.74 55.32 POSKW
platform 49 96 49.0 32.0 36.25 5.59 41.98 POSKW
hand 74 158 74.0 52.67 58.0 5.57 33.68 POSKW
incident 38 70 38.0 23.33 27.0 5.54 47.83 POSKW
atmosphere 48 94 48.0 31.33 35.5 5.49 42.02 POSKW
degradation 37 68 37.0 22.67 26.25 5.44 48.04 POSKW
negotiation 47 92 47.0 30.67 34.75 5.38 42.06 POSKW
middle 36 66 36.0 22.0 25.5 5.34 48.28 POSKW
center 37 69 37.0 23.0 26.5 5.15 46.67 POSKW
figure 39 74 39.0 24.67 28.25 5.08 45.03 POSKW
attack 35 65 35.0 21.67 25.0 4.95 47.06 POSKW
fleet 40 77 40.0 25.67 29.25 4.91 43.65 POSKW
front 34 63 34.0 21.0 24.25 4.85 47.27 POSKW
collapse 44 87 44.0 29.0 32.75 4.83 41.1 POSKW
project 159 388 159.0 129.33 136.75 4.67 20.58 POSKW
example 143 345 143.0 115.0 122.0 4.65 21.71 POSKW
history 104 242 104.0 80.67 86.5 4.53 25.27 POSKW
abuse 56 118 56.0 39.33 43.5 4.53 34.97 POSKW
witness 45 91 45.0 30.33 34.0 4.46 38.94 POSKW
banner 40 79 40.0 26.33 29.75 4.41 41.21 POSKW
united 93 214 93.0 71.33 76.75 4.4 26.37 POSKW
tree 73 163 73.0 54.33 59.0 4.22 29.32 POSKW
opportunity 108 255 108.0 85.0 90.75 4.21 23.83 POSKW
voyage 37 73 37.0 24.33 27.5 4.1 41.3 POSKW
plantation 31 59 31.0 19.67 22.5 3.99 44.74 POSKW
building 50 106 50.0 35.33 39.0 3.91 34.37 POSKW
international 67 432 67.0 144.0 124.75 40.69 -72.99 NEGKW
effect 31 267 31.0 89.0 74.5 40.6 -96.67 NEGKW
campaigner 54 340 54.0 113.33 98.5 30.47 -70.92 NEGKW
fact 32 223 32.0 74.33 63.75 24.39 -79.62 NEGKW
week 49 294 49.0 98.0 85.75 23.67 -66.67 NEGKW
new 41 239 41.0 79.67 70.0 17.97 -64.09 NEGKW
study 37 214 37.0 71.33 62.75 15.78 -63.38 NEGKW
thing 64 319 64.0 106.33 95.75 15.32 -49.71 NEGKW
asia 40 224 40.0 74.67 66.0 15.21 -60.47 NEGKW
greenpeace 527 1909 527.0 636.33 609.0 15.2 -18.8 NEGKW
east 30 173 30.0 57.67 50.75 12.66 -63.12 NEGKW
nation 38 202 38.0 67.33 60.0 11.87 -55.7 NEGKW
research 51 251 51.0 83.67 75.5 11.54 -48.51 NEGKW
canada 42 214 42.0 71.33 64.0 11.05 -51.76 NEGKW
month 62 286 62.0 95.33 87.0 10.31 -42.37 NEGKW
team 38 194 38.0 64.67 58.0 10.08 -51.95 NEGKW
humanity 30 159 30.0 53.0 47.25 9.26 -55.42 NEGKW
report 97 404 97.0 134.67 125.25 8.99 -32.52 NEGKW
rate 34 172 34.0 57.33 51.5 8.68 -51.09 NEGKW
