lemma target_count comparison_count target_per_1k comparison_per_1k expected LL %DIFF status
effort 271 604 271.0 201.33 218.75 15.87 29.5 POSKW
instance 34 40 34.0 13.33 18.5 15.18 87.32 POSKW
inspiration 36 59 36.0 19.67 23.75 7.69 58.68 POSKW
initiative 84 182 84.0 60.67 66.5 5.83 32.26 POSKW
part 74 1007 74.0 335.67 270.25 244.88 -127.75 NEGKW
way 109 1043 109.0 347.67 288.0 180.95 -104.53 NEGKW
people 306 1951 306.0 650.33 564.25 179.55 -72.01 NEGKW
place 57 740 57.0 246.67 199.25 173.27 -124.92 NEGKW
life 183 1314 183.0 438.0 374.25 151.52 -82.13 NEGKW
home 63 698 63.0 232.67 190.25 141.71 -114.77 NEGKW
future 101 891 101.0 297.0 248.0 139.84 -98.49 NEGKW
year 189 1270 189.0 423.33 364.75 129.81 -76.54 NEGKW
world 294 1691 294.0 563.67 496.25 122.99 -62.88 NEGKW
pressure 56 612 56.0 204.0 167.0 122.58 -113.85 NEGKW
system 136 1006 136.0 335.33 285.5 121.98 -84.58 NEGKW
message 34 456 34.0 152.0 122.5 109.62 -126.88 NEGKW
work 73 654 73.0 218.0 181.75 104.7 -99.66 NEGKW
time 209 1239 209.0 413.0 362.0 97.0 -65.59 NEGKW
decade 38 447 38.0 149.0 121.25 96.07 -118.72 NEGKW
reality 45 473 45.0 157.67 129.5 91.04 -111.18 NEGKW
water 140 916 140.0 305.33 264.0 88.87 -74.25 NEGKW
power 88 681 88.0 227.0 192.25 88.76 -88.25 NEGKW
country 127 858 127.0 286.0 246.25 88.6 -77.0 NEGKW
problem 73 607 73.0 202.33 170.0 87.96 -93.95 NEGKW
demand 50 483 50.0 161.0 133.25 84.72 -105.21 NEGKW
earth 53 496 53.0 165.33 137.25 83.81 -102.9 NEGKW
decision 50 480 50.0 160.0 132.5 83.59 -104.76 NEGKW
planet 168 1017 168.0 339.0 296.25 83.58 -67.46 NEGKW
day 99 705 99.0 235.0 201.0 80.14 -81.44 NEGKW
society 37 401 37.0 133.67 109.5 79.65 -113.28 NEGKW
moment 38 402 38.0 134.0 110.0 77.9 -111.63 NEGKW
campaigner 32 362 32.0 120.67 98.5 75.0 -116.16 NEGKW
story 69 549 69.0 183.0 154.5 74.64 -90.48 NEGKW
government 216 1169 216.0 389.67 346.25 72.34 -57.35 NEGKW
responsibility 38 384 38.0 128.0 105.5 70.86 -108.43 NEGKW
space 33 352 33.0 117.33 96.25 68.79 -112.2 NEGKW
solution 89 613 89.0 204.33 175.5 65.63 -78.64 NEGKW
profit 41 382 41.0 127.33 105.75 64.2 -102.57 NEGKW
family 44 397 44.0 132.33 110.25 64.13 -100.19 NEGKW
state 38 366 38.0 122.0 101.0 63.98 -105.0 NEGKW
livelihood 56 448 56.0 149.33 126.0 61.41 -90.91 NEGKW
other 41 373 41.0 124.33 103.5 60.88 -100.81 NEGKW
result 30 314 30.0 104.67 86.0 60.17 -110.89 NEGKW
environment 118 716 118.0 238.67 208.5 59.16 -67.66 NEGKW
impact 214 1101 214.0 367.0 328.75 58.61 -52.67 NEGKW
example 55 433 55.0 144.33 122.0 57.94 -89.63 NEGKW
gas 62 462 62.0 154.0 131.0 56.7 -85.19 NEGKW
land 114 690 114.0 230.0 201.0 56.69 -67.44 NEGKW
right 155 856 155.0 285.33 252.75 56.01 -59.2 NEGKW
end 51 408 51.0 136.0 114.75 55.92 -90.91 NEGKW
policy 86 566 86.0 188.67 163.0 55.56 -74.76 NEGKW
animal 38 342 38.0 114.0 95.0 55.07 -100.0 NEGKW
community 324 1497 324.0 499.0 455.25 54.34 -42.53 NEGKW
million 41 354 41.0 118.0 98.75 54.01 -96.86 NEGKW
history 33 313 33.0 104.33 86.5 53.74 -103.88 NEGKW
movement 125 724 125.0 241.33 212.25 53.58 -63.51 NEGKW
product 61 447 61.0 149.0 127.0 53.36 -83.81 NEGKW
food 143 793 143.0 264.33 234.0 52.47 -59.57 NEGKW
voice 56 421 56.0 140.33 119.25 52.42 -85.91 NEGKW
international 60 439 60.0 146.33 124.75 52.27 -83.68 NEGKW
use 71 487 71.0 162.33 139.5 51.74 -78.29 NEGKW
model 55 412 55.0 137.33 116.75 51.0 -85.62 NEGKW
city 75 498 75.0 166.0 143.25 49.74 -75.52 NEGKW
today 68 466 68.0 155.33 133.5 49.43 -78.21 NEGKW
industry 163 855 163.0 285.0 254.5 48.3 -54.46 NEGKW
cost 46 361 46.0 120.33 101.75 48.08 -89.38 NEGKW
nature 99 593 99.0 197.67 173.0 47.56 -66.52 NEGKW
response 61 428 61.0 142.67 122.25 47.39 -80.2 NEGKW
condition 40 330 40.0 110.0 92.5 47.29 -93.33 NEGKW
scientist 43 344 43.0 114.67 96.75 47.15 -90.91 NEGKW
economy 40 325 40.0 108.33 91.25 45.57 -92.13 NEGKW
river 41 328 41.0 109.33 92.25 44.96 -90.91 NEGKW
air 60 413 60.0 137.67 118.25 44.17 -78.58 NEGKW
company 228 1082 228.0 360.67 327.5 43.62 -45.07 NEGKW
destruction 105 600 105.0 200.0 176.25 42.93 -62.3 NEGKW
generation 64 426 64.0 142.0 122.5 42.75 -75.73 NEGKW
crisis 285 1287 285.0 429.0 393.0 42.45 -40.34 NEGKW
resource 88 525 88.0 175.0 153.25 41.72 -66.16 NEGKW
ecosystem 171 855 171.0 285.0 256.5 41.5 -50.0 NEGKW
plan 63 413 63.0 137.67 119.0 40.22 -74.42 NEGKW
path 43 323 43.0 107.67 91.5 40.16 -85.84 NEGKW
call 64 416 64.0 138.67 120.0 39.83 -73.68 NEGKW
health 156 788 156.0 262.67 236.0 39.56 -50.96 NEGKW
emergency 45 329 45.0 109.67 93.5 39.12 -83.62 NEGKW
amount 32 266 32.0 88.67 74.5 38.53 -93.92 NEGKW
sea 150 759 150.0 253.0 227.25 38.32 -51.12 NEGKW
